image_path,review,sentiment
dataset-images/negative/113396576,"I find wasting food to be despicable, but this just wasn't food.",negative
dataset-images/negative/577273431,My wife had the Lobster Bisque soup which was lukewarm.,negative
dataset-images/positive/2781568229,Would come back again if I had a sushi craving while in Vegas.,positive
dataset-images/positive/6991645334,"The staff are great, the ambiance is great.",positive
dataset-images/positive/6099608404,He deserves 5 stars.,positive
dataset-images/negative/4990273359,I left with a stomach ache and felt sick the rest of the day.,negative
dataset-images/negative/226460106,They dropped more than the ball.,negative
dataset-images/positive/6806527308,"The dining space is tiny, but elegantly decorated and comfortable.",positive
dataset-images/positive/5299153283,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",positive
dataset-images/negative/7053458495,And the beans and rice were mediocre at best.,negative
dataset-images/positive/7056823773,Best tacos in town by far!!,positive
dataset-images/negative/1420382604,I took back my money and got outta there.,negative
dataset-images/positive/2364395138,"In an interesting part of town, this place is amazing.",positive
dataset-images/negative/6980418373,RUDE & INCONSIDERATE MANAGEMENT.,negative
dataset-images/negative/3577647997,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",negative
dataset-images/negative/7223806726,I won't be back.,negative
dataset-images/positive/3516376043,They have great dinners.,positive
dataset-images/positive/3714069963,The service was outshining & I definitely recommend the Halibut.,positive
dataset-images/negative/6718340967,The food was terrible.,negative
dataset-images/negative/3614530328,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,negative
dataset-images/negative/5949671082,I don't recommend unless your car breaks down in front of it and you are starving.,negative
dataset-images/positive/3196888835,I will come back here every time I'm in Vegas.,positive
dataset-images/negative/3128652797,This place deserves one star and 90% has to do with the food.,negative
dataset-images/negative/4632515159,This is a disgrace.,negative
dataset-images/positive/3823093978,Def coming back to bowl next time,positive
dataset-images/positive/5046233924,"If you want healthy authentic or ethic food, try this place.",positive
dataset-images/positive/6742175191,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,positive
dataset-images/positive/3928828950,"I have been here several times in the past, and the experience has always been great.",positive
dataset-images/positive/5075345245,We walked away stuffed and happy about our first Vegas buffet experience.,positive
dataset-images/positive/6034846443,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,positive
dataset-images/positive/2872816628,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",positive
dataset-images/negative/1908594055,I'm probably one of the few people to ever go to Ians and not like it.,negative
dataset-images/positive/2994882842,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,positive
dataset-images/positive/328890510,Service is perfect and the family atmosphere is nice to see.,positive
dataset-images/positive/7269172012,Cooked to perfection and the service was impeccable.,positive
dataset-images/negative/5921228877,This one is simply a disappointment.,negative
dataset-images/negative/112321033,"Overall, I was very disappointed with the quality of food at Bouchon.",negative
dataset-images/negative/4213220461,I don't have to be an accountant to know I'm getting screwed!,negative
dataset-images/positive/4853489379,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",positive
dataset-images/positive/3949085074,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,positive
dataset-images/negative/5356072558,Left very frustrated.,negative
dataset-images/positive/5068743009,I'll definitely be in soon again.,positive
dataset-images/positive/3149628913,Food was really good and I got full petty fast.,positive
dataset-images/positive/7295977124,Service was fantastic.,positive
dataset-images/negative/4454993006,TOTAL WASTE OF TIME.,negative
dataset-images/positive/6095904375,I don't know what kind it is but they have the best iced tea.,positive
dataset-images/positive/6429136047,"Come hungry, leave happy and stuffed!",positive
dataset-images/negative/6732283001,"For service, I give them no stars.",negative
dataset-images/positive/6661010115,I can assure you that you won't be disappointed.,positive
dataset-images/negative/5152152696,I can take a little bad service but the food sucks.,negative
dataset-images/negative/3644115975,Gave up trying to eat any of the crust (teeth still sore).,negative
dataset-images/negative/2543745233,But now I was completely grossed out.,negative
dataset-images/positive/1880483693,I really enjoyed eating here.,positive
dataset-images/positive/5799442916,First time going but I think I will quickly become a regular.,positive
dataset-images/positive/2857702493,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",positive
dataset-images/positive/3776967421,From what my dinner companions told me...everything was very fresh with nice texture and taste.,positive
dataset-images/negative/6263729341,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",negative
dataset-images/negative/3793275779,"Furthermore, you can't even find hours of operation on the website!",negative
dataset-images/negative/2376198831,We've tried to like this place but after 10+ times I think we're done with them.,negative
dataset-images/negative/3842746651,What a mistake that was!,negative
dataset-images/positive/4670326730,No complaints!,positive
dataset-images/positive/6711778807,This is some seriously good pizza and I'm an expert/connisseur on the topic.,positive
dataset-images/negative/6770897785,Waiter was a jerk.,negative
dataset-images/negative/1290758935,"Strike 2, who wants to be rushed.",negative
dataset-images/positive/481858225,These are the nicest restaurant owners I've ever come across.,positive
dataset-images/negative/6085744097,I never come again.,negative
dataset-images/positive/6566450049,We loved the biscuits!!!,positive
dataset-images/positive/6281135935,Service is quick and friendly.,positive
dataset-images/negative/7066124779,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,negative
dataset-images/positive/510815207,So absolutley fantastic.,positive
dataset-images/negative/4350573712,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,negative
dataset-images/positive/5010604631,definitely will come back here again.,positive
dataset-images/positive/4877898732,I like Steiners because it's dark and it feels like a bar.,positive
dataset-images/positive/3737162143,Wow very spicy but delicious.,positive
dataset-images/positive/5087328853,"If you're not familiar, check it out.",positive
dataset-images/negative/6946149991,I'll take my business dinner dollars elsewhere.,negative
dataset-images/positive/5266790796,I'd love to go back.,positive
dataset-images/positive/92755543,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",positive
dataset-images/negative/252537689,Nothing special.,negative
dataset-images/positive/2211437183,Each day of the week they have a different deal and it's all so delicious!,positive
dataset-images/positive/4138922039,"Not to mention the combination of pears, almonds and bacon is a big winner!",positive
dataset-images/negative/5238085621,Will not be back.,negative
dataset-images/negative/5673884317,Sauce was tasteless.,negative
dataset-images/positive/3414925824,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",positive
dataset-images/positive/3553438186,My ribeye steak was cooked perfectly and had great mesquite flavor.,positive
dataset-images/negative/5196012291,I don't think we'll be going back anytime soon.,negative
dataset-images/positive/3746295311,Food was so gooodd.,positive
dataset-images/negative/506934777,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,negative
dataset-images/negative/7154868228,I was so insulted.,negative
dataset-images/negative/514704030,The last 3 times I had lunch here has been bad.,negative
dataset-images/negative/5732860520,The chicken wings contained the driest chicken meat I have ever eaten.,negative
dataset-images/positive/5827821838,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",positive
dataset-images/positive/6154654420,Nargile - I think you are great.,positive
dataset-images/positive/4593978575,Best tater tots in the southwest.,positive
dataset-images/positive/6983957524,We loved the place.,positive
dataset-images/negative/6141040660,Definitely not worth the $3 I paid.,negative
dataset-images/positive/5759670544,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,positive
dataset-images/positive/396953307,Im in AZ all the time and now have my new spot.,positive
dataset-images/negative/2291001883,The manager was the worst.,negative
dataset-images/positive/5245931603,The inside is really quite nice and very clean.,positive
dataset-images/positive/6173818824,The food was outstanding and the prices were very reasonable.,positive
dataset-images/negative/5497677447,I don't think I'll be running back to Carly's anytime soon for food.,negative
dataset-images/negative/2072558031,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",negative
dataset-images/positive/4661111593,"Love the margaritas, too!",positive
dataset-images/positive/6860354010,This was my first and only Vegas buffet and it did not disappoint.,positive
dataset-images/positive/3452959049,"Very good, though!",positive
dataset-images/negative/6906462767,The one down note is the ventilation could use some upgrading.,negative
dataset-images/positive/1926281797,Great pork sandwich.,positive
dataset-images/negative/3981826820,Don't waste your time here.,negative
dataset-images/negative/6168206451,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",negative
dataset-images/negative/6058663774,"Third, the cheese on my friend's burger was cold.",negative
dataset-images/positive/6217657611,We enjoy their pizza and brunch.,positive
dataset-images/positive/6332867436,The steaks are all well trimmed and also perfectly cooked.,positive
dataset-images/positive/2167745677,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,positive
dataset-images/positive/5932121172,I LOVED it!,positive
dataset-images/negative/4971260918,We asked for the bill to leave without eating and they didn't bring that either.,negative
dataset-images/positive/900220520,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",positive
dataset-images/negative/6312101169,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,negative
dataset-images/negative/2956955525,The selection of food was not the best.,negative
dataset-images/positive/6042865530,Delicious and I will absolutely be back!,positive
dataset-images/positive/2333755321,"This isn't a small family restaurant, this is a fine dining establishment.",positive
dataset-images/positive/4730563864,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,positive
dataset-images/negative/4539321237,I dont think I will be back for a very long time.,negative
dataset-images/negative/4905659413,"It was attached to a gas station, and that is rarely a good sign.",negative
dataset-images/positive/2564653738,How awesome is that.,positive
dataset-images/positive/324754631,I will be back many times soon.,positive
dataset-images/positive/5191076083,The menu had so much good stuff on it i could not decide!,positive
dataset-images/negative/4804705554,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",negative
dataset-images/positive/5057618349,CONCLUSION: Very filling meals.,positive
dataset-images/positive/4464392168,Their daily specials are always a hit with my group.,positive
dataset-images/negative/6300254992,And then tragedy struck.,negative
dataset-images/positive/3381662939,The pancake was also really good and pretty large at that.,positive
dataset-images/positive/6759121681,"This was my first crawfish experience, and it was delicious!",positive
dataset-images/positive/2210102641,Their monster chicken fried steak and eggs is my all time favorite.,positive
dataset-images/positive/6074760601,Waitress was sweet and funny.,positive
dataset-images/positive/4085314499,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",positive
dataset-images/negative/6376099941,"I'd rather eat airline food, seriously.",negative
dataset-images/positive/5210551681,Cant say enough good things about this place.,positive
dataset-images/positive/5280560541,The ambiance was incredible.,positive
dataset-images/positive/513897856,The waitress and manager are so friendly.,positive
dataset-images/negative/217782117,I would not recommend this place.,negative
dataset-images/negative/6313577088,Overall I wasn't very impressed with Noca.,negative
dataset-images/negative/5195588598,My gyro was basically lettuce only.,negative
dataset-images/negative/3105668018,Terrible service!,negative
dataset-images/negative/4617542297,Thoroughly disappointed!,negative
dataset-images/positive/5044920095,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",positive
dataset-images/positive/5695027845,"Give it a try, you will be happy you did.",positive
dataset-images/positive/5844286655,By far the BEST cheesecurds we have ever had!,positive
dataset-images/positive/3713206051,Reasonably priced also!,positive
dataset-images/positive/2528472839,Everything was perfect the night we were in.,positive
dataset-images/positive/5669244729,The food is very good for your typical bar food.,positive
dataset-images/negative/3886055392,it was a drive to get there.,negative
dataset-images/positive/3297991711,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",positive
dataset-images/negative/3549723686,"Anyway, I do not think i will go back there.",negative
dataset-images/positive/3777847233,"Point your finger at any item on the menu, order it and you won't be disappointed.",positive
dataset-images/positive/6920035867,"Oh this is such a thing of beauty, this restaurant.",positive
dataset-images/positive/5409317241,If you haven't gone here GO NOW!,positive
dataset-images/negative/2185839852,"A greasy, unhealthy meal.",negative
dataset-images/negative/4030137359,first time there and might just be the last.,negative
dataset-images/positive/5939736706,Those burgers were amazing.,positive
dataset-images/negative/6517281581,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",negative
dataset-images/negative/2576177626,And it was way to expensive.,negative
dataset-images/positive/3584265088,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",positive
dataset-images/positive/378134527,This was my first time and I can't wait until the next.,positive
dataset-images/positive/5216887833,The bartender was also nice.,positive
dataset-images/positive/5916659178,Everything was good and tasty!,positive
dataset-images/positive/4707978342,This place is two thumbs up....way up.,positive
dataset-images/positive/3949391177,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",positive
dataset-images/positive/6315465096,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",positive
dataset-images/negative/2685799780,Terrible management.,negative
dataset-images/positive/3701476708,An excellent new restaurant by an experienced Frenchman.,positive
dataset-images/negative/3100098500,If there were zero stars I would give it zero stars.,negative
dataset-images/positive/7355034732,"Great steak, great sides, great wine, amazing desserts.",positive
dataset-images/negative/4511602563,Worst martini ever!,negative
dataset-images/positive/2988943918,The steak and the shrimp are in my opinion the best entrees at GC.,positive
dataset-images/positive/4767736492,I had the opportunity today to sample your amazing pizzas!,positive
dataset-images/negative/7185069820,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,negative
dataset-images/positive/234270151,The yellowtail carpaccio was melt in your mouth fresh.,positive
dataset-images/negative/114774767,I won't try going back there even if it's empty.,negative
dataset-images/negative/6831775482,"No, I'm going to eat the potato that I found some strangers hair in it.",negative
dataset-images/positive/171035423,Just spicy enough.. Perfect actually.,positive
dataset-images/positive/5783278093,Last night was my second time dining here and I was so happy I decided to go back!,positive
dataset-images/negative/2846367509,"not even a ""hello, we will be right with you.""",negative
dataset-images/negative/2886678826,The desserts were a bit strange.,negative
dataset-images/positive/6261092639,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,positive
dataset-images/positive/5873494230,"I really do recommend this place, you can go wrong with this donut place!",positive
dataset-images/positive/516927266,Nice ambiance.,positive
dataset-images/positive/6777050842,I would recommend saving room for this!,positive
dataset-images/negative/6105924684,I guess maybe we went on an off night but it was disgraceful.,negative
dataset-images/negative/3371247140,"However, my recent experience at this particular location was not so good.",negative
dataset-images/negative/2843357672,"I know this is not like the other restaurants at all, something is very off here!",negative
dataset-images/negative/3396308272,AVOID THIS ESTABLISHMENT!,negative
dataset-images/negative/5703544281,I think this restaurant suffers from not trying hard enough.,negative
dataset-images/positive/5809515224,All of the tapas dishes were delicious!,positive
dataset-images/positive/6496263833,I *heart* this place.,positive
dataset-images/negative/5174754213,My salad had a bland vinegrette on the baby greens and hearts of Palm.,negative
dataset-images/negative/2588545802,After two I felt disgusting.,negative
dataset-images/positive/4604969767,A good time!,positive
dataset-images/positive/7018186335,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,positive
dataset-images/positive/226290338,Generous portions and great taste.,positive
dataset-images/negative/5320266790,I will never go back to this place and will never ever recommended this place to anyone!,negative
dataset-images/negative/5756153979,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",negative
dataset-images/positive/5516721831,Food was delicious!,positive
dataset-images/negative/5773518242,AN HOUR... seriously?,negative
dataset-images/negative/5050071979,I consider this theft.,negative
dataset-images/negative/5256124318,Eew... This location needs a complete overhaul.,negative
dataset-images/negative/6886082271,We recently witnessed her poor quality of management towards other guests as well.,negative
dataset-images/negative/5526333516,Waited and waited and waited.,negative
dataset-images/positive/4867232458,"He also came back to check on us regularly, excellent service.",positive
dataset-images/positive/3776685759,Our server was super nice and checked on us many times.,positive
dataset-images/negative/389525016,"The pizza tasted old, super chewy in not a good way.",negative
dataset-images/negative/5816474700,I swung in to give them a try but was deeply disappointed.,negative
dataset-images/positive/6101204291,Service was good and the company was better!,positive
dataset-images/positive/6134881584,The staff are also very friendly and efficient.,positive
dataset-images/positive/6023746988,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",positive
dataset-images/negative/308551987,Boy was that sucker dry!!.,negative
dataset-images/negative/6282621507,Over rated.,negative
dataset-images/negative/4380277580,"If you look for authentic Thai food, go else where.",negative
dataset-images/positive/2416335897,Their steaks are 100% recommended!,positive
dataset-images/negative/2096388215,After I pulled up my car I waited for another 15 minutes before being acknowledged.,negative
dataset-images/positive/5178796751,Great food and great service in a clean and friendly setting.,positive
dataset-images/positive/5578659954,"All in all, I can assure you I'll be back.",positive
dataset-images/negative/4666818971,I hate those things as much as cheap quality black olives.,negative
dataset-images/positive/2184873213,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",positive
dataset-images/negative/143028316,The kids play area is NASTY!,negative
dataset-images/positive/307272532,Great place fo take out or eat in.,positive
dataset-images/positive/615195533,The waitress was friendly and happy to accomodate for vegan/veggie options.,positive
dataset-images/positive/3694233704,OMG I felt like I had never eaten Thai food until this dish.,positive
dataset-images/negative/2228694704,"It was extremely ""crumby"" and pretty tasteless.",negative
dataset-images/negative/7164097793,It was a pale color instead of nice and char and has NO flavor.,negative
dataset-images/positive/3293763375,The croutons also taste homemade which is an extra plus.,positive
dataset-images/negative/509385973,I got home to see the driest damn wings ever!,negative
dataset-images/positive/6017855967,It'll be a regular stop on my trips to Phoenix!,positive
dataset-images/positive/2661390430,I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.,positive
dataset-images/negative/4443285250,Not good for the money.,negative
dataset-images/positive/2435695539,I miss it and wish they had one in Philadelphia!,positive
dataset-images/negative/2906854564,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",negative
dataset-images/positive/5541125984,They also have the best cheese crisp in town.,positive
dataset-images/positive/730196621,"Good value, great food, great service.",positive
dataset-images/positive/5598473462,Couldn't ask for a more satisfying meal.,positive
dataset-images/positive/3844316350,The food is good.,positive
dataset-images/positive/4138618944,It was awesome.,positive
dataset-images/negative/186873892,I just wanted to leave.,negative
dataset-images/positive/3090306221,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,positive
dataset-images/negative/6205821830,I will not be eating there again.,negative
dataset-images/negative/1388439332,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,negative
dataset-images/negative/5487530277,I checked out this place a couple years ago and was not impressed.,negative
dataset-images/negative/1761198697,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",negative
dataset-images/negative/3852848262,"Sorry, I will not be getting food from here anytime soon :(",negative
dataset-images/positive/3143275630,An absolute must visit!,positive
dataset-images/positive/3782116777,The cow tongue and cheek tacos are amazing.,positive
dataset-images/negative/6951544740,My friend did not like his Bloody Mary.,negative
dataset-images/negative/5162870208,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",negative
dataset-images/positive/451802002,They really want to make your experience a good one.,positive
dataset-images/negative/5591964114,I will not return.,negative
dataset-images/negative/2276512139,I had the chicken Pho and it tasted very bland.,negative
dataset-images/negative/5330275600,Very disappointing!!!,negative
dataset-images/positive/6301846495,The grilled chicken was so tender and yellow from the saffron seasoning.,positive
dataset-images/negative/2906852332,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",negative
dataset-images/positive/6791769742,Pretty awesome place.,positive
dataset-images/positive/2069313339,Ambience is perfect.,positive
dataset-images/negative/6077531043,Best of luck to the rude and non-customer service focused new management.,negative
dataset-images/negative/3010588456,Any grandmother can make a roasted chicken better than this one.,negative
dataset-images/negative/4225315943,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,negative
dataset-images/positive/3999505391,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",positive
dataset-images/positive/5527507924,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,positive
dataset-images/positive/3616264482,The roast beef sandwich tasted really good!,positive
dataset-images/negative/5237619128,"Same evening, him and I are both drastically sick.",negative
dataset-images/positive/5929731876,High-quality chicken on the chicken Caesar salad.,positive
dataset-images/negative/3000293230,Ordered burger rare came in we'll done.,negative
dataset-images/positive/4917336111,We were promptly greeted and seated.,positive
dataset-images/negative/6292719870,Tried to go here for lunch and it was a madhouse.,negative
dataset-images/positive/3140496935,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",positive
dataset-images/negative/6902153096,"After waiting an hour and being seated, I was not in the greatest of moods.",negative
dataset-images/positive/6199405100,This is a good joint.,positive
dataset-images/positive/5163103220,The Macarons here are insanely good.,positive
dataset-images/negative/4614056692,I'm not eating here!,negative
dataset-images/positive/3598558845,"Our waiter was very attentive, friendly, and informative.",positive
dataset-images/negative/3128326936,Maybe if they weren't cold they would have been somewhat edible.,negative
dataset-images/negative/1934125576,This place has a lot of promise but fails to deliver.,negative
dataset-images/negative/6197766121,Very bad Experience!,negative
dataset-images/negative/5589299529,What a mistake.,negative
dataset-images/negative/5656969587,Food was average at best.,negative
dataset-images/positive/5586218118,Great food.,positive
dataset-images/negative/6564967141,We won't be going back anytime soon!,negative
dataset-images/negative/1286310042,Very Very Disappointed ordered the $35 Big Bay Plater.,negative
dataset-images/positive/4425384964,Great place to relax and have an awesome burger and beer.,positive
dataset-images/positive/1285973313,It is PERFECT for a sit-down family meal or get together with a few friends.,positive
dataset-images/negative/2289522202,"Not much flavor to them, and very poorly constructed.",negative
dataset-images/positive/6833525236,The patio seating was very comfortable.,positive
dataset-images/negative/42620333,The fried rice was dry as well.,negative
dataset-images/positive/5698480664,Hands down my favorite Italian restaurant!,positive
dataset-images/positive/266738327,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",positive
dataset-images/positive/5867725588,It was just not a fun experience.,positive
dataset-images/positive/4250667938,The atmosphere was great with a lovely duo of violinists playing songs we requested.,positive
dataset-images/positive/4566378123,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",positive
dataset-images/positive/5896584342,"Very convenient, since we were staying at the MGM!",positive
dataset-images/positive/6619233421,The owners are super friendly and the staff is courteous.,positive
dataset-images/positive/4171156305,Both great!,positive
dataset-images/positive/6160474930,Eclectic selection.,positive
dataset-images/positive/3194605029,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,positive
dataset-images/positive/106815688,The staff was very attentive.,positive
dataset-images/positive/2175015407,And the chef was generous with his time (even came around twice so we can take pictures with him).,positive
dataset-images/positive/5009814955,"The owner used to work at Nobu, so this place is really similar for half the price.",positive
dataset-images/negative/4810831784,Google mediocre and I imagine Smashburger will pop up.,negative
dataset-images/negative/3147619174,dont go here.,negative
dataset-images/positive/4255253551,I promise they won't disappoint.,positive
dataset-images/negative/2605986778,As a sushi lover avoid this place by all means.,negative
dataset-images/positive/3453778616,What a great double cheeseburger!,positive
dataset-images/positive/3586396646,Awesome service and food.,positive
dataset-images/positive/317615472,A fantastic neighborhood gem !!!,positive
dataset-images/positive/5279897972,I can't wait to go back.,positive
dataset-images/negative/4927913602,The plantains were the worst I've ever tasted.,negative
dataset-images/positive/5352033312,It's a great place and I highly recommend it.,positive
dataset-images/negative/4658322755,Service was slow and not attentive.,negative
dataset-images/positive/487129348,"I gave it 5 stars then, and I'm giving it 5 stars now.",positive
dataset-images/negative/4829670108,Your staff spends more time talking to themselves than me.,negative
dataset-images/positive/4640750611,Dessert: Panna Cotta was amazing.,positive
dataset-images/positive/6885945940,"Very good food, great atmosphere.1",positive
dataset-images/positive/4672292559,Damn good steak.,positive
dataset-images/negative/2412091389,Total brunch fail.,negative
dataset-images/positive/4818600004,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",positive
dataset-images/positive/3323354941,"The decor is nice, and the piano music soundtrack is pleasant.",positive
dataset-images/positive/6804594096,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,positive
dataset-images/positive/4592497837,"Good food , good service .",positive
dataset-images/positive/2078110066,It was absolutely amazing.,positive
dataset-images/negative/4823672245,"I probably won't be back, to be honest.",negative
dataset-images/positive/6541705771,will definitely be back!,positive
dataset-images/positive/4051104262,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,positive
dataset-images/positive/5929015435,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",positive
dataset-images/negative/246071522,Went for lunch - service was slow.,negative
dataset-images/negative/5589028994,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",negative
dataset-images/negative/4429309598,I was mortified.,negative
dataset-images/negative/4406737465,"Needless to say, we will never be back here again.",negative
dataset-images/negative/3243963868,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",negative
dataset-images/negative/3318484964,"The chips that came out were dripping with grease, and mostly not edible.",negative
dataset-images/negative/1032907100,I wasn't really impressed with Strip Steak.,negative
dataset-images/positive/3115072382,Have been going since 2007 and every meal has been awesome!!,positive
dataset-images/positive/6246168214,Our server was very nice and attentive as were the other serving staff.,positive
dataset-images/positive/249811635,The cashier was friendly and even brought the food out to me.,positive
dataset-images/negative/2675549712,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,negative
dataset-images/positive/5193876705,The atmosphere here is fun.,positive
dataset-images/negative/6970138385,Would not recommend to others.,negative
dataset-images/positive/6039916132,"Service is quick and even ""to go"" orders are just like we like it!",positive
dataset-images/negative/5068454233,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",negative
dataset-images/positive/3404121991,"That said, our mouths and bellies were still quite pleased.",positive
dataset-images/negative/2743501667,Not my thing.,negative
dataset-images/positive/3335974672,2 Thumbs Up!!,positive
dataset-images/negative/3886719781,If you are reading this please don't go there.,negative
dataset-images/positive/5390217106,"I loved the grilled pizza, reminded me of legit Italian pizza.",positive
dataset-images/positive/4210031763,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,positive
dataset-images/positive/4099318146,They have a really nice atmosphere.,positive
dataset-images/negative/2117838040,Tonight I had the Elk Filet special...and it sucked.,negative
dataset-images/positive/4495320990,"After one bite, I was hooked.",positive
dataset-images/negative/4189423241,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,negative
dataset-images/positive/3168448643,"Cute, quaint, simple, honest.",positive
dataset-images/positive/5345230058,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,positive
dataset-images/positive/5553711204,"The food was great as always, compliments to the chef.",positive
dataset-images/positive/4936042138,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,positive
dataset-images/positive/3190194951,Awesome selection of beer.,positive
dataset-images/positive/6579524849,Great food and awesome service!,positive
dataset-images/positive/2033179612,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",positive
dataset-images/negative/3032682144,A FLY was in my apple juice.. A FLY!!!!!!!!,negative
dataset-images/positive/3236742934,The Han Nan Chicken was also very tasty.,positive
dataset-images/positive/1478084090,"As for the service, I thought it was good.",positive
dataset-images/negative/5916592205,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",negative
dataset-images/negative/4729425751,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,negative
dataset-images/positive/4621369516,Nicest Chinese restaurant I've been in a while.,positive
dataset-images/positive/5917720670,"Overall, I like there food and the service.",positive
dataset-images/positive/5057358298,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,positive
dataset-images/negative/4182510839,"Probably never coming back, and wouldn't recommend it.",negative
dataset-images/negative/4649257420,"Friend's pasta -- also bad, he barely touched it.",negative
dataset-images/positive/2639842007,"Try them in the airport to experience some tasty food and speedy, friendly service.",positive
dataset-images/positive/942674846,I love the decor with the Chinese calligraphy wall paper.,positive
dataset-images/positive/3441954887,Never had anything to complain about here.,positive
dataset-images/positive/6160750330,The restaurant is very clean and has a family restaurant feel to it.,positive
dataset-images/negative/4541270876,It was way over fried.,negative
dataset-images/negative/4717103490,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,negative
